year,city_name,city_population,rev_total_city,taxes_city,education_services_city,social_services_city,public_welfare_city,police_city,fire_city,correction_city,inspection_city,envir_housing_city,parks_recreation_city,housing_commdevt_city
1985,RI: Warwick,85313,2498.47,1634.16,1403.59,52.66,48.38,201.95,205.15,0,6.89,225.56,33.86,24.62
1986,RI: Warwick,85365,2783.69,1812.28,1346.25,53.92,49.52,214.65,219.16,0,7.47,294.64,34.09,24.65
1987,RI: Warwick,85503,2844.31,1884.47,1463.63,49.64,45.4,221.77,236.91,0,9.74,213.85,33.21,25.21
1988,RI: Warwick,86342,2814.83,1865.5,1448.87,49.15,44.95,219.53,234.53,0,9.65,208.85,32.88,24.96
1989,RI: Warwick,85969,2697.09,1787.46,1388.26,47.09,43.07,210.35,224.72,0,9.24,200.12,31.5,23.91
1990,RI: Warwick,85391,2860.96,1886.66,1624.69,39.12,39.03,251.59,274.54,0,10.28,273.24,50.56,38.35
1991,RI: Warwick,85488,3181.15,2119,1634.26,56.02,39.3,251.26,260.67,0,10.51,214.18,57.87,14.13
1992,RI: Warwick,85677,3212.53,2256.01,1650.66,17.56,17.56,188.62,199.25,0,10.24,193.44,34.03,19.25
1993,RI: Warwick,85865,3168.5,2189.5,1663.12,58.3,56.5,189.85,200.26,0,9.01,390.37,32.16,24.2
1994,RI: Warwick,85971,3202.13,2264.06,1778.38,59.72,57.77,188.96,204.78,0,9.2,248.72,35.21,24.74
1995,RI: Warwick,85838,3275.22,2291.65,1729.59,64.61,62.68,197.83,224.85,0,8.54,232.37,34.55,27.53
1996,RI: Warwick,85446,3606.94,2364.85,1777.16,26.8,24.76,197.23,226.81,0,8.32,192.07,38.16,26.71
1997,RI: Warwick,85404,3862.04,2377.12,1808.28,29.45,26.32,193.08,205.99,0,8.35,219.24,43.7,29.92
1998,RI: Warwick,85282,3918.88,2406.25,1905.5,27.16,24.79,213.94,228.63,0,8.92,163.78,40.24,23.33
1999,RI: Warwick,85380,4179.96,2469.02,1966.28,27.81,25.75,211.01,243.31,0,9.17,193.3,58.87,31.4
2000,RI: Warwick,85816,4300.06,2400.04,2081.6,27.09,27.09,215.3,265.02,0,9.42,166.8,40.99,19.09
2001,RI: Warwick,85944,4349.64,2451.49,2160.16,28.2,28.2,223.74,272.99,0,9.81,170.21,41.63,19.87
2002,RI: Warwick,86191,4347.21,2416.29,2221.75,29.1,29.1,251.15,223.66,0,10.05,156.52,36.09,23.35
2003,RI: Warwick,86415,5141.93,2643.64,2355.33,34.25,34.25,251.53,232,0,10.34,650.6,40.2,14.24
2004,RI: Warwick,86736,4682.8,2673.19,2259.51,76.01,31.31,270.58,225.71,0,10.7,478.87,68.31,24.68
2005,RI: Warwick,86411,4471.23,2636.38,2232.38,30.4,30.4,241.36,229.17,0,10.73,338.95,41.5,20.16
2006,RI: Warwick,85771,4555.89,2664.09,2295.33,92.1,90.17,279.43,259.28,0,11.6,157.01,35.13,17
2007,RI: Warwick,84846,4908.52,2737.17,2346.57,50.52,28.24,351.47,265.25,0,12.05,175.02,36.2,22.42
2008,RI: Warwick,84066,4098.4,2607.85,2352.26,34.87,29.27,261.16,274.82,0,12.41,180.4,45.72,25.26
2009,RI: Warwick,83668,3628.33,2758.18,2335.24,33.57,27.54,246.2,274.04,0,11.72,219.24,35.9,20.95
2010,RI: Warwick,83158,4962.55,2839.15,2269.47,30.1,24.72,257.62,265.61,0,10.75,239.14,28.75,32.58
2011,RI: Warwick,82627,5106.09,2800.23,2259.15,20.77,18.38,244.16,280.85,0,10.52,331.07,41.5,9.32
2012,RI: Warwick,82024,4358.03,2856.75,2283.25,18.6,16.26,251.72,279.09,0,9.68,212.13,26.38,17.6
2013,RI: Warwick,81683,4945.22,2886.57,2245.64,11.89,9.56,254.1,280.65,0,24.95,173.84,26.79,18.45
2014,RI: Warwick,81535,4848.12,2831.68,2224.74,11.43,9.03,253.57,271.12,0,9.93,181.41,26.86,18.07
2015,RI: Warwick,81699,4386.95,2815.91,2226.78,11,8.7,230.46,272.92,0,9.08,254.52,26.9,12.3
2016,RI: Warwick,81128,4552.77,2984.16,2334.26,11.52,9.1,301.58,316.51,0,9.43,260.13,28.63,14.69
2017,RI: Warwick,80977,5001.94,2967.9,2284.55,11.86,9.37,282.46,280.52,0,9.69,239.38,30.54,16.39
1977,SC: Charleston,71715,1280.78,391.43,1.13,15.57,14.27,163.57,203.05,0,3.67,279.75,142.87,6.43
1978,SC: Charleston,71086,1454.28,479.15,0,14.39,14.39,183.83,126.35,0,3.75,308.33,110.8,0
1979,SC: Charleston,71124,1351.78,459.47,0,10.25,9.26,180.01,111.98,0,4.41,433.79,161.64,0
1980,SC: Charleston,70825,1196.79,432.41,0,2.77,2.77,167.92,106.05,0,7.52,431.57,114.16,0
1981,SC: Charleston,69779,1317.4,507.25,0,2.55,2.55,171,103.65,0,8,289.14,111.95,14.07
1982,SC: Charleston,73127,1231.17,490.88,0,2.29,2.29,177.12,105.25,0,7.75,548.51,108.72,13.89
1983,SC: Charleston,75155,1394.11,554.49,0,6.78,0,213.73,131.15,0,8.22,691.44,94.41,61.17
1984,SC: Charleston,77407,1600.48,516.32,0,0.24,0,194.14,103.78,0,7.35,614.61,78.51,53.95
1985,SC: Charleston,78548,1892.42,558.09,0,0,0,222.16,128.02,0,7.89,690.05,110.47,187.53
1986,SC: Charleston,79184,2006.28,610.02,0,0.4,0,233.18,134.87,0,9.07,1007.84,116.85,173.65
1987,SC: Charleston,82478,2183.54,636.33,0,4.4,2.3,216.25,119.45,0,10.36,890.01,129,227.45
1988,SC: Charleston,84583,1967.05,705.36,0,0.37,0,235.81,103.67,0,13.01,486.04,188.28,0
1989,SC: Charleston,85373,1837.48,697.14,0,0,0,224.72,103.43,0,11.74,582.64,306.61,63.74
1990,SC: Charleston,88456,2314.32,680.9,0,6.57,3.03,223.94,104.19,0,11.41,765.96,324.81,22.3
1991,SC: Charleston,90583,2328.28,748.53,0,4.33,2.82,220.61,100.69,0,14.92,807.42,350.59,23.19
1992,SC: Charleston,91084,2096.92,743.85,0,6.73,6.73,226.15,103.83,0,11.95,567.61,152.57,24.8
1993,SC: Charleston,91352,2237.79,796.25,0.11,3.34,3.34,233.9,105.68,0,12.18,399.48,132.58,33.57
1994,SC: Charleston,91833,2398.73,861.9,0,16.37,16.37,232.63,101.78,0,11.53,398.65,132.27,42.18
1995,SC: Charleston,92335,2417.94,936.42,9.82,14.95,14.95,232.27,98.73,0,11.79,570.83,143.99,53.55
1996,SC: Charleston,92632,2378.15,842.96,10.05,15.48,15.4,253.47,97.46,0,10.96,450.56,138.82,56.99
1997,SC: Charleston,91821,2400.28,830.24,11.41,11.46,11.46,269.08,101.11,0,11.46,456.47,89.92,50.88
1998,SC: Charleston,93817,2312.07,806.95,11.3,11.8,11.8,259.83,101.38,0,11.04,890.45,472.22,53.41
1999,SC: Charleston,96286,2347.85,846.01,3.59,8.36,8.31,290.38,106.58,0,11.43,891.67,362.81,50.01
2000,SC: Charleston,99719,2321.21,848.69,4.14,17.62,11.31,313.3,130.49,0,11.78,596.68,86.79,49.06
2001,SC: Charleston,100885,2329.93,899.61,4.41,16.65,9.49,313.84,139.47,0,12.09,500.18,90.12,53.03
2002,SC: Charleston,102276,2358.63,955.08,4.7,15.89,7.89,317.11,149.09,0,12.48,414.53,94.01,57.21
2003,SC: Charleston,104346,2339.39,929.86,2.25,26.8,14.22,314.07,145.69,0,12.58,425.91,127.11,31.45
2004,SC: Charleston,106169,2315.26,904.15,0,36.73,19.98,310.41,142.17,0,12.64,435.17,157.13,7.74
2005,SC: Charleston,109047,2356.48,957.11,0,33.98,20.25,316.73,141.06,0,12.95,425.75,167.75,7.69
2006,SC: Charleston,110769,2766.58,881.57,0,7.5,7.5,340.33,160.53,0,14.66,597.1,236.14,48.06
2007,SC: Charleston,112426,2615.71,943.14,0,7.18,7.18,326.03,153.79,0,14.05,572.05,226.22,46.04
2008,SC: Charleston,113985,2639.2,1102.79,0,8.52,8.52,316.74,142.45,0,14.32,442.43,225.7,63.79
2009,SC: Charleston,116290,1995.44,1274.5,0,9.68,4.77,371.53,195.56,0,15.98,443.48,244.72,88.43
2010,SC: Charleston,118503,1851.82,1201.1,0,8.52,8.52,346.13,175.74,0,14.09,485.98,208.54,166.49
2011,SC: Charleston,120911,2580.72,1157.54,0,5.82,5.82,331.77,190.08,0,11.22,186.93,156.07,30.86
2012,SC: Charleston,123202,2725.7,1146.21,0,6.97,6.97,346.64,188.74,0,9.51,372.13,205.96,28.57
2013,SC: Charleston,125428,2628.5,1219.77,0,3.78,3.78,333.79,196.9,0,12.66,341.3,118.05,27.48
2014,SC: Charleston,127456,2658.03,1210.25,0,3.81,3.81,336.88,198.72,0,12.78,339.12,119.14,27.73
2015,SC: Charleston,129654,2750.85,1265.03,0,3.78,3.78,333.95,197,0,12.67,334.98,118.11,27.5
2016,SC: Charleston,132632,2754.99,1283.14,0,3.99,3.99,352.02,207.65,0,13.35,342.08,124.5,28.98
2017,SC: Charleston,134620,2843.14,1312.02,0,4.13,4.13,364.62,215.09,0,13.83,345.8,128.96,30.03
1977,SC: Columbia,107220,1390.47,332.51,0,31.58,0,130.45,120.38,16.26,10.07,353.86,62.93,2.68
1978,SC: Columbia,106818,1293.29,334.64,0,11.02,0,161.83,137.37,16.47,12.18,355.9,65.39,44.03
1979,SC: Columbia,104736,1202.32,309.82,0,11.09,0,136.01,120.02,16.15,11.31,267.01,53.19,32.43
1980,SC: Columbia,103460,1090.73,343.65,0,16.13,0,169.67,134.36,15.24,10.21,266.54,58.05,54.89
1981,SC: Columbia,101229,1303.16,345.45,0,7.25,0,169.61,135.88,11.21,11,532.32,82.29,80.71
1982,SC: Columbia,103273,1493.17,358.19,0,6.96,0,167.18,130.63,11.51,9,622.87,84.29,67.22
1983,SC: Columbia,104038,1150.47,361.03,0,10.57,0,160.26,133.13,0,8.16,408.95,116.62,42.51
1984,SC: Columbia,106029,1334.31,364.26,0,10.99,0,158.13,130.19,0,7.61,431.86,81.7,53.02
1985,SC: Columbia,107414,1507.65,367.9,0,6.15,0,152.98,172.93,0,7.97,522.98,70.31,48.99
1986,SC: Columbia,107728,1461.3,390.92,0,6.44,0,155.54,124.23,0,8.82,396.09,83.52,40.71
1987,SC: Columbia,109638,1409.02,412.27,0,6.14,0,158.96,150.75,0,8.42,388.79,127.29,54.52
1988,SC: Columbia,110345,1399.03,402.16,0,4.49,0,158.18,139.37,0,7.98,435.15,126.69,65.44
1989,SC: Columbia,111307,1460.07,439.16,0,0,0,172.46,150.8,0,8.76,337.95,119.72,42.53
1990,SC: Columbia,112719,1524.19,434.51,0,0,0,163.6,158.5,0,9.32,350.42,84.44,30.8
1991,SC: Columbia,114938,1481.17,436.61,0,6.64,0,165.77,169.26,0,11.92,457.69,107.7,21.73
1992,SC: Columbia,116263,1375.84,454.6,0,6.39,0,176.72,178.31,0,11.45,497.61,82.12,37.13
1993,SC: Columbia,116330,1450.73,490.35,0,7.07,2.16,187.98,191.4,0,10.94,348.58,97.93,16.81
1994,SC: Columbia,116607,1586.27,528.8,0,7.33,2.27,195.4,230.07,0,11.36,371.9,89.26,36.67
1995,SC: Columbia,115730,1551.06,497.38,0,7.98,2.39,212.71,236.08,0,11.99,401.55,109,47.02
1996,SC: Columbia,115891,1717.48,525.48,0,8.02,2.39,214.74,219.54,0,12.64,378.1,83.23,26.87
1997,SC: Columbia,116785,1742.13,562.4,0,8.75,2.72,222.56,228.62,0,12.79,401.6,78.14,55.89
1998,SC: Columbia,116849,1684.66,541.33,0,13.22,6.56,247.83,221.61,0,12.69,372.19,98.27,20.62
1999,SC: Columbia,117589,1879.76,559.71,0,9.85,3.3,260.78,213.37,0,12.09,400.77,131.62,20.78
2000,SC: Columbia,117855,1886.41,564.41,0,23.08,0,239.68,223.83,0,13.66,327.46,66.66,16.25
2001,SC: Columbia,118247,1992.99,575.03,0,10.75,0,240.24,224.23,0,13.5,399.48,109.66,42.93
2002,SC: Columbia,120149,1923.54,632.38,0,9.91,0,287.14,143.59,0,16.69,419.12,101.5,21.65
2003,SC: Columbia,119910,2383.64,691.34,0,9.82,0,269.79,150.68,0,20.09,700.36,298.5,25.61
2004,SC: Columbia,121512,1960.89,670.6,0,10.03,0,264.12,145.93,0,17.02,377.55,100.62,22.11
2005,SC: Columbia,125737,1902.4,692.08,0,9.48,0,226.14,133.41,0,19.25,546.81,129.83,33.56
2006,SC: Columbia,123680,2103.66,756.97,0,10.76,0,256.64,151.4,0,21.84,600.34,137.46,38.08
2007,SC: Columbia,124737,1737.68,679.18,0,9.94,0,224.5,147.42,0,18.24,234.41,82.27,33.8
2008,SC: Columbia,127030,2187.48,748.83,0,13.69,0,275.21,193.48,0,18.04,428.05,113.11,63.65
2009,SC: Columbia,128388,2383.8,764.92,0,18.39,7.5,257.88,211.3,0,17.35,536.39,93.88,44.29
2010,SC: Columbia,128708,2243.88,736.19,0,19.8,8.65,236.84,184.55,0,0,604.89,108.26,37.18
2011,SC: Columbia,130783,2036.56,585.51,0,13.85,2.92,250.3,188.14,0,0,628.94,103.64,60.27
2012,SC: Columbia,131286,2237.29,773.67,0.01,10.36,0.14,271.63,178.67,0,23.22,862.33,131.94,49.92
2013,SC: Columbia,131744,2175.41,742.87,1.18,11.29,0.2,273.85,149.07,0,21.51,704.15,122.65,49.39
2014,SC: Columbia,131526,2211.35,771.22,0,21.66,11.05,274.08,179.43,0,0.74,788.26,104.64,54.11
2015,SC: Columbia,131785,2281.33,822.61,0,19.27,8,276.94,183.55,0,0.06,687.91,109.33,51.69
2016,SC: Columbia,133584,2267.66,790.63,0,44.87,6.93,304.07,324.38,0,0,683.93,94.41,54.06
2017,SC: Columbia,134079,2343.49,737.92,0,12.91,0.14,327.6,356.25,0,0.8,1111.37,102.83,61.98
1977,SD: Rapid City,47949,1597.57,565.28,26.07,4.13,0.25,120.97,91.95,0,8.52,773.39,199.25,475.95
1978,SD: Rapid City,48709,1461.77,568.92,22.69,3.7,0,106.98,83.9,0,8.18,693.88,296.77,298.39
1979,SD: Rapid City,49102,1346.41,543.69,24.41,3.16,0,118.34,85.75,0.62,11.07,521.35,248.92,191.29
1980,SD: Rapid City,49005,1216.73,535.64,26.47,3.34,0,116,104.53,0,9.04,501.29,137.25,238.56
1981,SD: Rapid City,46492,1218.84,510.7,25.81,3.31,0,130.91,107.71,0,8.76,515.46,218.72,197.03
1982,SD: Rapid City,46917,1107.5,502.53,25.66,2.98,0,130.48,99.29,0,6.61,405.67,182.24,98.26
1983,SD: Rapid City,48003,1138.67,504.33,25.28,2.82,0,122.28,106.64,0,6.66,321.51,172.57,51.99
1984,SD: Rapid City,49012,1151.73,522.31,24.98,2.65,0,124.86,112.35,0,6.69,371.02,232.54,13.81
1985,SD: Rapid City,50441,2196.05,659.52,24.39,2.62,0,121.35,115.08,0,7.68,553.43,358.46,37.98
1986,SD: Rapid City,51431,1387.23,679.72,26.18,2.57,0,128.15,118.28,0,9.96,343.49,167.03,25.18
1987,SD: Rapid City,52333,1471.04,665.14,28.08,3.96,0,131.61,121.8,0,10.93,382.01,237.16,13.61
1988,SD: Rapid City,54044,1211.99,621.94,25.99,3.18,0,136.76,115.17,0,10.7,332.52,214.74,31.75
1989,SD: Rapid City,54518,1194.67,637.11,24.87,3.52,0,137.28,110.45,0,10.19,291.63,201.27,12.76
1990,SD: Rapid City,54396,1355.38,664.93,28.38,3.65,0,141.5,102.92,0,9.96,245.93,133.36,16.83
1991,SD: Rapid City,55458,1309.46,664.97,29.04,5.84,0,141.72,105.76,0,10.06,324.81,147.01,37.71
1992,SD: Rapid City,56809,1444.43,629.32,54.07,5.81,0,168.99,128.03,0,10.73,337.65,148.33,42.29
1993,SD: Rapid City,57559,1310.88,645.95,27.05,0,0,148.36,110.58,0,10.82,253.57,150.3,0
1994,SD: Rapid City,58530,1453.23,660.46,27.24,0,0,163,123.89,0,10.88,447.56,204.54,39.53
1995,SD: Rapid City,58811,1276.17,679.56,27.38,5.66,0,145.25,111.94,0.55,13.84,1910.66,1642.99,14.41
1996,SD: Rapid City,59350,1458.56,691.16,27.35,4.66,0,169.34,113.19,0.53,13.16,500.98,206.4,20.16
1997,SD: Rapid City,59316,1659.39,753.03,32.98,4.76,0,177.5,124.46,0.51,13.83,699.12,380.39,18.23
1998,SD: Rapid City,59549,1540.21,783.5,32.93,5.48,0,181.85,121.87,0.51,15.48,486.37,300.91,17.83
1999,SD: Rapid City,59721,1546.92,811.08,34.52,7.32,0,183.64,124.49,0.49,16.65,349.17,177.43,31.66
2000,SD: Rapid City,60358,1549.04,865.59,32.69,16.2,3.73,176.5,115.94,0,17.59,413.87,255.1,22.36
2001,SD: Rapid City,60949,1618.09,868.83,36.07,12.71,1.79,173.47,120.83,0.23,17.12,458.79,308.88,29.99
2002,SD: Rapid City,61562,1700.35,881.24,39.64,9.56,0,172.5,126.73,0.44,16.87,505.89,362.69,37.47
2003,SD: Rapid City,61928,1800.75,917.05,44.71,31.58,0,177.99,126.93,0.43,16.62,560.2,270.35,29.64
2004,SD: Rapid City,62106,1892.88,949.51,49.43,52.32,0,182.9,126.93,0.42,16.36,610.64,182.78,22.21
2005,SD: Rapid City,62984,1776.67,932.33,49.1,45.31,0,192.18,127.22,0.4,3.71,438.16,207.06,13.59
2006,SD: Rapid City,63233,1917.58,1006.57,49.96,39.71,0,189.75,156.73,0,5.33,467.04,221.05,50.15
2007,SD: Rapid City,63994,2031.18,1005.52,53.13,55.2,0,248.71,137.76,0,6.65,482.48,205.63,58.03
2008,SD: Rapid City,64889,2135.95,1081.89,49.97,46.72,0,204.26,132.45,1.39,3.19,609.62,302.43,49.69
2009,SD: Rapid City,66269,2133.14,1135.17,49.4,54.09,0,196.03,132.29,0.48,3.84,600.68,277.7,59.98
2010,SD: Rapid City,67305,2134.69,1137.09,52.28,65.72,0,201.07,131.68,0.8,3.26,580.57,293.5,44.09
2011,SD: Rapid City,68618,2187.61,1104.57,51.61,59.7,4.86,172.98,202.66,0,0,627.34,254.95,38.59
2012,SD: Rapid City,69035,2340.5,1166.74,47.6,59.32,4.62,184.4,169.99,1.39,0,567.89,249.42,35.57
2013,SD: Rapid City,70181,2291.25,1143.05,48.38,56.9,0,182.43,132.57,1.24,3.19,556.2,229.47,35.1
2014,SD: Rapid City,71167,2138.38,1157.15,44.78,55.4,0,189.18,136.46,0.86,2.24,616.98,211.18,8.07
2015,SD: Rapid City,72431,2104.6,1177.66,47.68,59.83,0,181.19,145.42,0,1.67,572.26,215.17,7.1
2016,SD: Rapid City,72792,2203.76,1174.38,49.71,62.39,0,188.95,151.65,0,1.74,585.76,223.93,7.39
2017,SD: Rapid City,73435,2201.73,1164.92,41.66,61.43,0.84,221.34,152.39,0,1.72,416.11,240.31,4.63
1977,SD: Sioux Falls,77154,1394.53,615.48,29.25,18.77,0,111.2,98.82,0,10.54,347.43,133.69,121.63
1978,SD: Sioux Falls,78241,1646.97,591.84,27.24,24.12,0,112.05,99.27,0,11.34,470.56,140.88,250.77
1979,SD: Sioux Falls,78500,1373.75,583.86,27.27,27.44,0,113.98,123.61,0,11.57,344.56,156.17,95.91
1980,SD: Sioux Falls,79577,1353.91,527.13,26.8,28.9,0,105.53,98.13,0,10.92,271.21,113.94,63.66
1981,SD: Sioux Falls,81343,1526.46,524.31,24,33.35,0.86,100.38,114.44,0,10.48,628.34,116.43,91.53
1982,SD: Sioux Falls,82616,1519.12,545.77,26.72,27.73,0.34,99.59,99.56,0,9.84,551.64,104.29,54.42
1983,SD: Sioux Falls,84515,1498.73,538.1,26.21,27.84,0.35,109.17,102.06,0,9.78,468.33,98.19,46.88
1984,SD: Sioux Falls,87066,1441.92,557.84,26.2,23.95,0.41,102.15,95.16,0,10.41,463.16,128.03,27.5
1985,SD: Sioux Falls,90203,1587.85,718.88,29.09,25.2,0.98,100.97,116.15,0,10.66,469.19,119.15,32.02
1986,SD: Sioux Falls,92641,1694.91,774.39,31.58,25.9,0.92,102.19,105.04,0,9.54,389.4,102.55,21.51
1987,SD: Sioux Falls,93529,1576.12,748.61,28.61,31.08,2.01,124.93,116.21,0,10.04,255.92,100.52,24.32
1988,SD: Sioux Falls,95194,1497.76,727.76,32.69,26.4,0,126.96,109.01,0,10.4,262.76,111.99,29.58
1989,SD: Sioux Falls,98110,1485.92,717.17,30.12,27.83,0,122.6,110.82,0,9.91,213.68,70.78,23.25
1990,SD: Sioux Falls,99439,1619.85,724.14,33.18,30.33,0,112.73,117.1,0,0,262.67,92.06,69.91
1991,SD: Sioux Falls,102058,1583.37,757.95,29.57,32.48,0,133.81,122.47,0,0,184.38,76.99,32.38
1992,SD: Sioux Falls,104774,1638.54,719.11,32.32,34.8,0,141.12,145.81,0,0,258.55,108.05,48.89
1993,SD: Sioux Falls,107950,1613.75,746.37,33.82,33.8,0,135.53,139.56,0,0,325.01,133.84,54.23
1994,SD: Sioux Falls,110376,1647.99,761.04,33.73,36.14,0,129.95,138.24,0,0,379.37,177,45.1
1995,SD: Sioux Falls,113443,1617.15,778.23,42.41,36.4,0,143.18,138.09,0,0,390.04,157.52,38.31
1996,SD: Sioux Falls,115416,1598.14,781.93,36.61,38,0,136.75,122.31,0,0,393,217.69,78.63
1997,SD: Sioux Falls,117761,1653.96,809.61,37.83,35.39,0,130.17,117.93,0,0,449.93,300.03,45.26
1998,SD: Sioux Falls,118392,1805.95,906.05,37.66,39.99,0,145.4,110.41,0,0,432.69,263.54,48.06
1999,SD: Sioux Falls,120317,1902.29,928.27,40.18,46.04,0,137.29,111.45,0,0,367.16,263.1,18.1
2000,SD: Sioux Falls,122811,1863.92,919.5,37.82,43.33,0,129.2,104.88,0,0,346.55,248.62,17.03
2001,SD: Sioux Falls,125612,1712.53,994.68,40.49,44.12,0,153.09,116.39,0,0,283.73,147.99,39.93
2002,SD: Sioux Falls,128116,1637.74,998.62,40.47,49.39,0,170.07,125.49,0,0,323.19,156.38,37.55
2003,SD: Sioux Falls,130251,2236.25,958.18,47.57,45.84,0,202.29,123.53,0,0,382.55,192.6,56.31
2004,SD: Sioux Falls,132667,2175.53,976.39,42.65,53.76,0,246.95,130.18,0,0,370.15,187.65,61.97
2005,SD: Sioux Falls,135643,2005.58,989.05,50.69,58.9,0,190.86,138.04,0,0,440.4,199.24,54.41
2006,SD: Sioux Falls,138615,1892.58,992.29,59.25,64.24,0,186.14,133.51,0,0,412.83,158.14,72.3
2007,SD: Sioux Falls,142174,2152.45,1067.53,39.21,80.08,0,196.63,155.09,0,0,888.18,234.25,99.62
2008,SD: Sioux Falls,145923,2133.97,1019.38,38.52,75.58,0,199.77,136.39,0,0,468.72,189.6,18.51
2009,SD: Sioux Falls,149405,1268.4,1031.66,77.06,55.39,0,200.65,138.45,0,0,511.1,252.52,22.64
2010,SD: Sioux Falls,152290,2221.65,1007.86,79.12,61.67,0,211.05,137.97,0,0,520.12,227.03,24.88
2011,SD: Sioux Falls,154526,2086.79,1012.13,53.63,61,0,194.9,150.57,0,0,571.47,166.3,17.93
2012,SD: Sioux Falls,156446,1918,1020.3,44.68,64.28,0,190.09,146.69,0,0,597.8,219.09,33.82
2013,SD: Sioux Falls,159833,2232.36,1044.3,42.21,60.97,0,192.62,144.86,0,0,668.4,314.39,33.95
2014,SD: Sioux Falls,163472,2498.53,1082.32,46.11,68.82,0,196.22,145.99,0,0,881.41,554.61,23.27
2015,SD: Sioux Falls,167048,1950.59,1147,42.99,64.31,0,201.24,167.5,0,0,556.08,423.47,30.43
2016,SD: Sioux Falls,170206,1931.17,1178.46,44.3,64.64,0,196.67,167.59,0,0.44,358.03,200.86,16.63
2017,SD: Sioux Falls,173682,2215.04,1178.23,45.39,62.9,0,170.64,134.46,0,0,510.54,232.92,32.28
1977,TN: Chattanooga,148575,5539.43,703.78,1130.61,66.37,43.07,224.25,177.78,0,9.86,818.15,101.36,41.08
1978,TN: Chattanooga,153781,5391.48,665.11,1040.18,53.17,28.58,165.29,152.87,6.01,9.44,485.74,73.95,32.69
1979,TN: Chattanooga,159071,4726.44,589.7,1069.01,24.22,3.35,182.52,141.23,6.64,10.76,333.07,82.29,7.24
1980,TN: Chattanooga,165772,4681.98,516.53,1019.39,35.14,15.65,139.84,118.47,4.77,7.63,235.65,55.18,3.89
1981,TN: Chattanooga,169514,4877.1,562.13,889.05,5.6,3.71,169.69,140.77,4.98,8.08,194.68,54.37,3.4
1982,TN: Chattanooga,169732,4810.04,532,810.26,119.3,103.17,143.08,120.85,0.01,0,987.31,57.83,2.81
1983,TN: Chattanooga,165761,5312.41,540.03,919.29,93,84.2,153.67,134.28,0,0,765.21,74.21,55.78
1984,TN: Chattanooga,162146,5018.87,561.08,901.14,127.72,120.89,158.87,126.15,0,0,370.03,74.25,50.33
1985,TN: Chattanooga,160893,5184.7,658.9,940.16,135.73,127.47,160.92,132.75,0,0,269.85,53.79,41.75
1986,TN: Chattanooga,158822,5464.35,643.07,1034.93,100.32,89.69,169.09,123.07,0,0,405.51,63.1,28.77
1987,TN: Chattanooga,156832,5713.16,671.19,1037.09,118.06,83.49,164.78,132.8,0,0,405.51,69.29,29.7
1988,TN: Chattanooga,157042,5843.92,740.34,1074.92,118.77,83.16,179.24,141.03,0,0,419.64,70.42,46.19
1989,TN: Chattanooga,156746,5751.24,741.95,1120.92,110.95,80.55,178.82,140.31,0,0,389.53,89.12,28.14
1990,TN: Chattanooga,154921,5525.99,788.38,1059,108.1,76.53,189.21,142.57,0,0,389.83,169.31,36
1991,TN: Chattanooga,153105,5509.31,719.98,1020.2,104.62,77.35,175.42,132.55,0,0,439.71,76.45,31.97
1992,TN: Chattanooga,153603,5319.31,709.08,1029.49,117.88,90.1,193.68,136.57,0,0,544.53,165.73,24.27
1993,TN: Chattanooga,154125,5147.21,686.14,996.18,114.07,87.18,187.41,132.15,0,0,526.91,160.37,23.49
1994,TN: Chattanooga,155358,5697.81,830.17,1190.63,96.21,81.53,233.23,169.86,0,1.62,483.16,85.02,65.72
1995,TN: Chattanooga,156108,5593.51,912.06,1121.46,110.76,89.07,236.76,172.31,0,16.52,633.49,102.53,46.88
1996,TN: Chattanooga,156392,5811.11,906.62,1088.18,110.32,94.81,239.24,169.9,0,16.49,584.42,106.3,27.09
1997,TN: Chattanooga,156439,5954.19,924.15,1187.62,122.75,105.49,267.21,189.05,0,18.35,807.1,135.38,30.15
1998,TN: Chattanooga,156549,5610.29,862.78,41.04,94.89,94.43,278.67,180.45,0,12.1,569.35,203.05,90.22
1999,TN: Chattanooga,156204,5446.82,866,45.04,115.42,102.6,287.49,174.6,0,12.07,614.95,268.88,94.94
2000,TN: Chattanooga,156183,5266.73,850.71,45.11,109.61,94.14,297.36,195.99,0,12.7,894.53,151.3,80.19
2001,TN: Chattanooga,156612,5142.92,850.48,43.45,127.31,113.24,305.6,207.68,0,12.42,585.14,199.47,87.1
2002,TN: Chattanooga,157277,5235.07,981.49,40.69,112.26,99.66,309.5,192.94,0,13.12,557.76,188.25,88.62
2003,TN: Chattanooga,157809,5381.55,1001.34,42.17,119.58,107.85,335.3,208.58,0,16.92,649.16,124.97,167.45
2004,TN: Chattanooga,158029,6013.45,997.77,46.7,124.43,113.71,325.88,206.12,0,17.73,828.31,133.42,309.34
2005,TN: Chattanooga,159031,5454.8,848.58,41.07,118.75,105.75,305.32,217.44,0,17.48,633.15,140.74,92.05
2006,TN: Chattanooga,159947,5784.58,813.07,40.05,116.28,104.2,323.25,194.66,0,23.08,585.5,122.01,63.22
2007,TN: Chattanooga,161330,5949.7,808.51,39.91,114.5,102.53,321.41,201.31,0,22.38,611.52,131.42,77.72
2008,TN: Chattanooga,162701,5585.65,793.73,39.38,117.21,93.28,321.76,198.83,0,21.85,649.94,184.85,54.21
