year,city_name,city_population,rev_total_city,taxes_city,education_services_city,social_services_city,public_welfare_city,police_city,fire_city,correction_city,inspection_city,envir_housing_city,parks_recreation_city,housing_commdevt_city
1985,IL: Chicago,2930443,1991.22,902.1,31.23,73.83,34.37,369.57,130.23,0,15.38,189.32,9.39,70.23
1986,IL: Chicago,2905792,2171.58,917.34,51.68,92.59,51.3,373.39,140.32,0,16.52,230.35,14.21,106.61
1987,IL: Chicago,2883753,2315.48,902.42,54.1,104.16,54.94,396.12,144.01,0,16.74,250.28,24.59,112.53
1988,IL: Chicago,2861658,2360.14,1035.05,50.97,105.29,53.78,396.65,147.74,0,15.7,276.84,28.73,121.78
1989,IL: Chicago,2830192,2254.34,1003.53,65.53,96.63,44.67,392.93,147.35,0,14.94,270.99,27.8,94.3
1990,IL: Chicago,2807630,2462.99,1066.88,53.11,97.12,44.37,357.41,140.28,0,13.93,257.07,27.47,85.63
1991,IL: Chicago,2788220,2773.42,1028.77,94.02,104.15,49.53,367.95,142.28,0,14.52,246.03,23.29,76.65
1992,IL: Chicago,2801745,2815.09,992.71,83.42,114.84,54.33,391.23,143.76,0,14.62,260.88,27.49,79.72
1993,IL: Chicago,2813840,2570.22,1010.83,60.64,112.35,49.48,410.01,146.84,0,13.94,266.44,26.42,73.99
1994,IL: Chicago,2824882,2566.59,914.78,32.78,119.22,56.15,427.75,147.46,0,12.66,266.07,25.54,82.31
1995,IL: Chicago,2837287,2682.26,942.29,34.69,121.77,55.91,437.11,135.48,0,13.65,272.13,26.34,87.14
1996,IL: Chicago,2851831,2758.71,943.71,34.07,128.78,57.85,449.86,148.08,0,13.76,260.91,23.33,93.03
1997,IL: Chicago,2873796,2993.56,925.81,36.71,126.8,60.31,456.73,145.74,0,13.04,278.03,22.55,97.24
1998,IL: Chicago,2877458,2859.61,946.87,36.26,125.64,58.66,507.79,142.09,0,14.66,272.98,27.69,92.43
1999,IL: Chicago,2881719,2888.35,969.67,41.32,126.91,56.66,512.71,141.98,0,15.59,263.23,24.32,89.1
2000,IL: Chicago,2887537,2851.45,941.76,40.97,123.41,54.81,544.62,152.61,0,16.46,279.93,37.45,92.34
2001,IL: Chicago,2891582,3057.96,973.09,44.25,137.82,56.8,509.34,151.15,0,17.03,289.11,34.1,96.49
2002,IL: Chicago,2874477,2348.57,968.07,41.51,146.89,57.54,525.46,148.55,0,18.83,345.41,34.44,97.43
2003,IL: Chicago,2847266,2624.44,967.32,40.19,166.49,65.87,538.5,158.97,0,18.52,301.9,33.65,120.69
2004,IL: Chicago,2819117,3637.45,1031.63,34.37,152.89,64.59,546.63,171.81,0,18.13,291.59,44.33,106.33
2005,IL: Chicago,2786291,3007.13,871.87,32.32,142.5,55.44,535.11,184.06,0,16.99,291.41,66.94,95.65
2006,IL: Chicago,2752523,3892.3,962.74,36.36,132.8,54.35,519.05,172.1,0,18.23,272.68,33.92,113.52
2007,IL: Chicago,2720181,3798.83,1017.53,44.02,191.29,105.45,540.37,206.77,0,21.86,209.11,19.91,51.05
2008,IL: Chicago,2703991,3461.5,997.72,44.77,171.97,76.68,537.14,198.84,0,21.33,209.06,19.84,51.81
2009,IL: Chicago,2697359,1280.33,1027.22,46.15,163.77,73.74,542.12,202.7,0,11.76,241.43,29.42,67.8
2010,IL: Chicago,2697006,4009.86,988.62,45.58,175.36,90.18,532.41,205.62,0,11.34,251.55,23.74,68.51
2011,IL: Chicago,2697529,3395.73,941.08,47.32,193.29,118.79,519.21,194.64,0,9.75,268.59,20.11,106.15
2012,IL: Chicago,2708209,3028.96,995.95,41.17,207.51,133.9,526.85,193.27,0,10.31,300.35,13.36,130.27
2013,IL: Chicago,2719735,3496.57,1046.73,33.06,167.41,108.86,544.49,210.69,0,9.01,269.57,10.84,87.76
2014,IL: Chicago,2726772,3590.68,1030,30.54,145.48,93.69,510.39,201.82,0,9.53,291.19,11.66,106.49
2015,IL: Chicago,2728524,3364.77,1097.07,34.92,164.06,109.79,500.71,228.06,0,11.2,363.95,11.16,153.94
2016,IL: Chicago,2726215,3325.21,1224.54,35,160.84,111.14,523.64,210.86,0,9.42,301.15,11.54,86.11
2017,IL: Chicago,2718946,3639.87,1309.84,35.06,160.52,112.12,535.61,215.16,0,9.6,262.33,10.48,88.91
1977,IN: Ft. Wayne,174374,1565.82,339.81,0,11.85,0,120.99,88.61,0,0,565.74,89.98,67.53
1978,IN: Ft. Wayne,173476,1347.39,329.15,0.2,1.41,0,123.68,83.26,0,0.63,413.13,88.81,82.29
1979,IN: Ft. Wayne,174119,1393.46,331.95,0,2.17,0,129.8,82.41,0,0.6,307.44,75.45,39.27
1980,IN: Ft. Wayne,173781,1203.98,313.84,0,2.14,0,119.77,77.15,0,0.58,313.15,84.78,69.22
1981,IN: Ft. Wayne,172391,1249.87,299.47,0,1.75,0,126.98,78.48,0,4.19,342.64,85.23,47.72
1982,IN: Ft. Wayne,173050,1505.02,314.57,0,0.31,0,141.84,96.16,0,1.19,219.03,65.52,39.15
1983,IN: Ft. Wayne,174185,1478.34,303.96,0,21.98,0,150.57,121.52,0,0.76,493.07,123.05,10.5
1984,IN: Ft. Wayne,175428,1256.52,337.59,0,16.41,0,119.68,89.46,0,0.75,274.09,79.56,22.36
1985,IN: Ft. Wayne,177626,1157.58,290.78,0,7.99,0,134.54,90.53,0,0,309.05,77.37,79.58
1986,IN: Ft. Wayne,182011,1173.52,298.48,0,8.1,0,135.39,85.31,0,0,379.03,71.78,67.34
1987,IN: Ft. Wayne,187113,1026.4,285.83,0,8.07,0,138.62,85.53,0,0,303.3,73.48,53.03
1988,IN: Ft. Wayne,192671,867.17,290.13,0,6.25,0,132.9,79.72,0,0,248.55,66.85,35.42
1989,IN: Ft. Wayne,196171,1184.81,277.09,0,6.05,0,118.28,73.97,0,0,330.34,66.48,23.87
1990,IN: Ft. Wayne,199424,960.4,294.6,0,7.13,0,115.79,73.95,0,0,181.4,67.79,30.9
1991,IN: Ft. Wayne,204126,888.1,304,0,7,0,115.62,76.66,0,0,156.94,68.9,19.12
1992,IN: Ft. Wayne,209889,923.92,371.95,0,6.47,0,114.93,79.91,0,0,199.02,62.5,30.48
1993,IN: Ft. Wayne,214751,829.24,310.65,0,6.52,0,120.32,82.25,0,0,240.28,65.78,75.82
1994,IN: Ft. Wayne,219515,948.95,329.98,0,6.8,0,122.76,80.3,0,0.4,198.7,68.97,36.58
1995,IN: Ft. Wayne,224479,902.16,364.51,0,6.74,0,141.03,99.27,0,0.39,234.48,75.44,28.74
1996,IN: Ft. Wayne,229457,931.93,340.09,0,6.77,0,150.31,76.56,0,0,161.8,57.5,19.13
1997,IN: Ft. Wayne,234355,890.56,291.59,0,6.99,0,157.62,95.8,0,0.36,227.7,88.26,43.63
1998,IN: Ft. Wayne,239286,974.33,317.44,0,7.26,0,163.91,104.42,0,0.45,236.4,75.01,51.66
1999,IN: Ft. Wayne,243397,925.3,288.2,0,7.26,0,170.34,103.59,0,0.56,282.28,63.8,55.67
2000,IN: Ft. Wayne,249871,1045.86,328.92,0,7.21,0,164.01,102.5,0,0,197.89,65.39,19.92
2001,IN: Ft. Wayne,253964,872.23,282.32,0,7.84,0,153.57,104.31,0,0.56,180.04,50.43,13.71
2002,IN: Ft. Wayne,253835,900.53,407.47,0,9.31,0,174.13,150.33,0,0.57,227.34,77.92,19.59
2003,IN: Ft. Wayne,253703,933.11,306.31,0,8.89,0.42,201.39,158.81,0,0.56,453.52,105.72,145.72
2004,IN: Ft. Wayne,253777,958.77,278.71,0,9.31,0.03,182.18,138.11,0,0.59,480.11,64.48,99.01
2005,IN: Ft. Wayne,253005,946.78,289.16,0,10.01,0.39,182.87,134.81,0,0.63,364.87,88.18,32.99
2006,IN: Ft. Wayne,252981,1139.72,457.8,0,10.47,0,190.38,133.46,0,2.06,343.29,90.83,26.94
2007,IN: Ft. Wayne,253539,1434.81,544.71,0,10.34,0,191.12,143.54,0,9.06,368,63.95,42.42
2008,IN: Ft. Wayne,254174,1415.46,604.6,0,11,0,239.64,150.98,0,10.16,497.72,92.64,116.08
2009,IN: Ft. Wayne,253720,1376.31,503.3,0,10.97,0,215.1,153.84,0,0.92,653.8,84.29,281.3
2010,IN: Ft. Wayne,253780,1285,635.76,0,11.85,0,218.7,149.14,0,0.92,522.95,75.5,197.45
2011,IN: Ft. Wayne,254162,1495.05,642.61,0,11.68,1.01,207.83,146.3,0,0.95,454.09,78.67,92.69
2012,IN: Ft. Wayne,256253,1379.62,588.06,0,9.71,0,207.57,145.85,0,0.8,425.14,59.45,54.94
2013,IN: Ft. Wayne,257615,1386.93,610.32,0,10.43,0,212.46,154.85,0,0.88,409.86,87.85,59.17
2014,IN: Ft. Wayne,259354,1298.86,572.34,0,11.04,0,223.26,155.91,0,0.67,473.44,95.3,22.56
2015,IN: Ft. Wayne,260614,1386.18,650.59,0,11.04,0,290.67,145.65,0,0.51,518.72,89.79,46.92
2016,IN: Ft. Wayne,262235,1390.2,652.62,0,11.03,0,282.97,144.12,0,0.53,481.24,75.13,45.91
2017,IN: Ft. Wayne,263777,1081.27,697.15,0,9.61,0,236.79,131.32,0,0.48,123.83,50.5,38.25
1977,IN: Gary,163492,859.46,467.6,0,18.46,0,126.2,84.59,0,0,241.94,42.13,111.63
1978,IN: Gary,160376,814.35,443.05,0,17.49,0,119.58,80.15,0,0,229.24,39.92,105.77
1979,IN: Gary,157913,3299.02,475.87,0,29.46,3.96,139.45,87.9,0,8.4,587.22,32.24,66.49
1980,IN: Gary,155820,1468.29,406.26,0,21.69,7.14,134.4,85.53,0,8.72,216.13,42.99,72.81
1981,IN: Gary,151968,1596.06,390.72,0,21.63,8.61,118.28,81.7,0.07,6.81,749.26,61.84,171.86
1982,IN: Gary,147385,1161.64,362.82,0,36.31,9.77,128.28,115.44,0,6.74,230.65,75.62,32.85
1983,IN: Gary,143170,1091.84,359.71,0,22.26,1.7,124.11,135.2,0,6.27,218.51,70.15,15.04
1984,IN: Gary,138364,1384.12,384.39,0,26.97,5.17,104.96,99.12,0,6.16,206.14,60.77,2.9
1985,IN: Gary,134366,1410.91,411.17,0,25.06,0,129.9,84.08,0,0,340,71.36,57.42
1986,IN: Gary,130493,1315.23,379.21,0,23.75,0.02,132.35,86.17,0.03,0,467.46,75.77,70.11
1987,IN: Gary,125472,1349.74,458.42,0,24.9,0,112.64,110.22,0,0,297.44,87.4,85.86
1988,IN: Gary,121857,1203.03,481.85,0,23.79,0.46,98.3,100.73,0,0,253.29,68.63,65.24
1989,IN: Gary,119737,1250.7,561.27,0,44.76,0,99.78,96.3,0,0,240.59,60.59,12.56
1990,IN: Gary,118074,1133.88,490.09,0,76.54,0,102.31,100.75,0,0,195.11,69.36,12.71
1991,IN: Gary,116265,1281.1,520.09,0,68.62,0,99.27,90.74,0,0,246.21,82.75,11.22
1992,IN: Gary,114913,1453.33,581.85,0,87.82,0,133.14,116.93,0,0,318.69,108.19,16.5
1993,IN: Gary,113462,1237.35,502.33,0,66.28,0,95.88,87.64,0,0,237.81,79.93,10.84
1994,IN: Gary,112030,1287.83,593.25,0,26.63,0,137.83,127.94,0,0,304.94,68.9,5.85
1995,IN: Gary,110633,1329.94,613.38,0,27.54,0,142.5,132.28,0,0,373.37,129.39,6.03
1996,IN: Gary,109253,1422.39,632.55,0,29.4,0,152.13,141.22,0,0,388.93,128.67,6.43
1997,IN: Gary,107875,1531.09,659.51,0,30.01,0,155.36,144.22,0,0,411.16,145.08,6.58
1998,IN: Gary,106485,1690.46,709.42,0,31.61,0,163.56,151.84,0,0,420.88,140.11,6.96
1999,IN: Gary,104553,2140.69,801.62,0,52.05,0,201.71,168.05,0,2.63,550.57,83.51,16.06
2000,IN: Gary,103700,2327.56,831.69,0,52.61,0,204.53,169.74,0,2.65,561.83,84.9,16.22
2001,IN: Gary,102050,2382.42,842.12,0,55.38,0,214.73,178.76,0,2.79,585.41,88.93,17.09
2002,IN: Gary,99569,2223.37,902.19,0,78.3,0,279.02,214.75,0,7.42,826.66,388.96,96.35
2003,IN: Gary,97124,2176.04,1065.28,0,82.87,12.67,250.81,234.23,28.05,3.73,598.93,107.12,98.76
2004,IN: Gary,94889,1608.48,643.85,0,76.48,7.07,264.37,247.44,0.98,2.89,442.84,87.34,43.23
2005,IN: Gary,92787,1949.17,808.81,0,80.77,7.51,279.8,260.52,1.04,3.04,466.71,92.35,45.54
2006,IN: Gary,90741,2607.8,1087.48,0,116.31,48.91,228.59,238.07,1.41,0,611.09,86.51,75.4
2007,IN: Gary,88646,2075.1,1015.02,0,66.84,17.39,299.2,234.1,1.44,0,714.47,270.4,60.87
2008,IN: Gary,86555,1597.69,302.36,0,57.56,0.16,346.21,268.92,1.18,0,593.06,177.64,60.98
2009,IN: Gary,84466,2109,843.58,0,41.3,0,241.72,208.61,0,0,469.68,120.86,92.81
2010,IN: Gary,82082,2380.29,1106.42,0,71.43,10.16,186.03,236.12,0,0,572.93,37.91,67.94
2011,IN: Gary,80215,2254.06,774.94,0,87.12,9.71,171.43,175.52,0,0,430.24,31.34,62.21
2012,IN: Gary,79699,2689.45,1089.81,0,50.53,0,167.29,131.99,0,0,696.62,97.45,64.65
2013,IN: Gary,79188,2427.84,561.01,0,41.75,0,182.64,154.19,0,0,697.97,230.72,43.84
2014,IN: Gary,78586,2344.89,530.82,0,17.8,0.03,186.63,200.81,1.78,0.76,635.38,34.15,99.69
2015,IN: Gary,78059,1939.9,711.78,0,7.07,0,184.42,217.77,0,5.38,649.18,25.9,153.83
2016,IN: Gary,77206,1943.78,743.65,0,7.75,0,201,237.33,0,5.9,708.57,27.69,168.61
2017,IN: Gary,76539,1650.03,510.9,0,37.56,0.07,225.45,161.46,0.9,2.19,460.9,71.19,49.77
1977,IN: Indianapolis,778000,1614.74,524.39,0,491.7,206.08,195.42,95.96,29.35,10.02,274,73.44,33.73
1978,IN: Indianapolis,774800,1695.66,537.54,0,498.73,202.03,169.51,72.83,33.69,8.23,286.08,76.56,18.02
1979,IN: Indianapolis,773300,1609,490.75,0,456.17,175.38,144.7,70.63,32.58,8.5,287.76,84.47,32.95
1980,IN: Indianapolis,768400,1620.53,487.56,0,429.4,157.95,138.13,67.02,30.41,8.95,443.57,76.27,23.88
1981,IN: Indianapolis,765233,1641.83,445.43,0,459.97,160.42,144.32,66.93,34.63,8.81,471.7,42.05,38.78
1982,IN: Indianapolis,765556,1565.6,482.28,0,473.76,158.3,136.6,68.94,35.31,7.45,287.7,41.29,29.41
1983,IN: Indianapolis,765821,1565.57,531.57,0,465.14,152.12,144.14,67.77,38.89,7.25,260.44,42.97,24.29
1984,IN: Indianapolis,767029,1675.48,563.23,0,459.57,145.05,142.64,66.83,55.91,8.71,282.99,59.98,42.49
1985,IN: Indianapolis,772161,1632.87,583.8,0,462.79,147.96,140.63,65.73,58.83,9.08,264.4,45.93,52.1
1986,IN: Indianapolis,775501,1754.13,654.84,0,462.67,149.42,153.89,66.64,50.04,9.18,329.59,40.14,83.19
1987,IN: Indianapolis,778277,1839.82,645.96,0,447.06,127.69,177.32,70.68,34.1,9.79,401.39,40.63,128.27
1988,IN: Indianapolis,783740,1849.01,756.98,0,436.07,119.5,197.91,73.79,31.85,10.25,394.95,44.32,67.27
1989,IN: Indianapolis,787432,2043.55,890.93,0,469.91,133.57,184.3,72.99,53.98,10.57,544.71,46.53,112.85
1990,IN: Indianapolis,793207,2104.97,916.3,0,493.02,125.98,393.36,75.57,63.68,12.76,411.59,51.13,111.67
1991,IN: Indianapolis,800138,2036.88,881.41,0,487.64,136.5,184.47,76.66,45.24,11.64,361.9,50.67,58.93
1992,IN: Indianapolis,811733,2073.5,902.85,0,535.37,155.99,189.25,81.51,57.03,11.93,373.06,79.67,64.65
1993,IN: Indianapolis,821811,2281,992.97,0,563.33,178.27,174.34,77.96,53.11,10.03,705.45,169.5,320.77
1994,IN: Indianapolis,829671,2127.34,999.56,0,561.3,166.95,186.19,84.97,54.98,0.58,845.69,418.71,232.97
1995,IN: Indianapolis,836709,2152.3,986.78,0,572.08,160.99,179.48,81.93,52.69,0.56,508.77,107.69,209.17
1996,IN: Indianapolis,842076,2050.99,829.4,0,600.47,153.22,187.08,86.12,55.25,0.56,532.34,131.21,212.88
1997,IN: Indianapolis,847195,2195.75,938.64,0,607.79,130.02,183.03,75.49,72.1,0.53,436.93,143.91,118.18
1998,IN: Indianapolis,851337,2284.86,1044.2,0,591.36,73.23,191.86,80.31,70.66,0.53,485.72,92.04,161.96
1999,IN: Indianapolis,854106,3031.28,1057.52,0,614.13,98.18,223.51,81.71,61.59,0.53,669.69,233.16,210.19
2000,IN: Indianapolis,857461,3154.13,1070.23,0,606.58,94.62,217.49,79.07,56.57,0.49,841.24,342.34,252.39
2001,IN: Indianapolis,860832,3025.67,1004.92,0,624.62,99.28,197.96,79.23,54.87,0.52,742.54,208.23,259.5
2002,IN: Indianapolis,865662,3412.77,989.73,0,722,90.62,227.13,84.45,63.66,0.47,733.24,165.56,277.37
2003,IN: Indianapolis,866210,3334.35,995.79,0,760.2,89.31,235.92,87.73,82.21,0.47,721.42,101.43,300.78
2004,IN: Indianapolis,868576,3726.83,1140.95,0,862.01,98.05,242.58,92.27,90.44,0.52,787.61,100.03,318.5
2005,IN: Indianapolis,870378,4987.58,2349.59,0,887.26,102.14,268.62,90.72,106.85,0.56,947.39,101.28,383.87
2006,IN: Indianapolis,873310,5204.95,2280.38,0,977.43,115.77,262,97.93,104.53,0.5,1063.97,207.95,373.4
